抽取,125.210.116.75,,,,,,,,,,,,
抽取,125.210.116.76,,,,,,,,,,,,
TRS-BMH1-LSD-55,125.210.116.55,125.210.116.57,,,,,,,,,,,
TRS-BMH1-LSD-56,125.210.116.56,125.210.116.57,,,,,,,,,,,
lrm-VIP,125.210.116.57,,,,,,,,,,,,
lcm-VIP,125.210.116.58,,,,,,,,,,,,
RECORD_05,125.210.116.63,,,,,,,,,,,,
RECORD_06,125.210.116.64,,,,,,,,,,,,
RECORD_07,125.210.116.65,,,,,,,,,,,,
RECORD_08,125.210.116.66,,,,,,,,,,,,
RECORD_09,125.210.116.67,,,,,,,,,,,,
RECORD_10,125.210.116.68,,,,,,,,,,,,
HSZX_TRS01_Service01,125.210.116.107,,,,,,,,,,,,
HSZX_TRS01_Service02,125.210.116.158,,,,,,,,,,,,
HSZX_TRS01_Service03,125.210.116.159,,,,,,,,,,,,
HSZX_TRS01_Service04,125.210.116.152,,,,,,,,,,,,
HSZX_TRS01_Service05,125.210.116.153,,,,,,,,,,,,
LRM_01,125.210.116.59,125.210.116.61,,,,,,,,,,,
LRM_02,125.210.116.60,,,,,,,,,,,,
lrm-VIP,125.210.116.61,,,,,,,,,,,,
lcm-VIP,125.210.116.62,,,,,,,,,,,,
RECORD_01,125.210.116.69,,,,,,,,,,,,
